NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_SURDEZ,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_GESTANTE,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Q001,Q002,Q006,Q025
190001685864,22,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2015,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,658.0,653.7,641.2,711.8,Inglês,Sem problemas,940.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",5 a 6 SM,Sim
190001685875,26,M,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2010,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,437.6,416.2,370.9,435.2,Espanhol,Sem problemas,440.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",3 a 4 SM,Sim
190001685885,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,508.3,556.8,555.9,689.5,Espanhol,Sem problemas,640.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",3 a 4 SM,Sim
190001685886,27,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2010,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,538.3,588.3,539.1,613.7,Espanhol,Sem problemas,700.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",4 a 5 SM,Sim
190001685887,25,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2011,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,656.8,643.4,656.9,594.6,Inglês,Sem problemas,800.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",5 a 6 SM,Sim
190001685889,23,M,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2014,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,712.5,684.1,639.5,813.7,Espanhol,Sem problemas,840.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou o Ensino Médio, mas não completou a Faculdade.",3 a 4 SM,Sim
190001685898,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,509.5,584.8,582.8,684.6,Inglês,Sem problemas,640.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",5 a 6 SM,Sim
190001685900,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,435.2,551.1,578.8,543.5,Espanhol,Sem problemas,640.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 SM,Sim
190001685901,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,588.1,633.9,617.5,617.1,Inglês,Sem problemas,460.0,Completou a Pós-graduação.,"Completou a Faculdade, mas não completou a Pós-graduação.",10 a 12 SM,Sim
190001685915,18,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,547.9,570.8,581.1,632.4,Espanhol,Sem problemas,740.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade.",1 SM,Sim
190001685917,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,498.0,412.1,592.3,508.1,Inglês,Sem problemas,660.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",2 a 2.5 SM,Sim
190001685920,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,651.9,674.5,621.6,641.7,Espanhol,Sem problemas,880.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou o Ensino Médio, mas não completou a Faculdade.",3 a 4 SM,Sim
190001685923,30,F,Casado(a)/Mora com companheiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2007,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,512.9,565.9,560.4,385.2,Espanhol,Sem problemas,880.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.,9 a 10 SM,Sim
190001685931,26,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2011,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,411.0,409.0,500.7,606.2,Espanhol,Sem problemas,640.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Não completou a 4ª série/5º ano do Ensino Fundamental.,1 SM,Sim
190001685945,26,M,Não informado,Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2010,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,556.1,617.3,595.0,743.5,Inglês,Sem problemas,620.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",3 a 4 SM,Sim
190001685946,35,F,Solteiro(a),Não declarado,Brasileiro(a),RS,Já concluí o Ensino Médio,Antes de 2007,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,426.4,513.9,556.1,425.3,Espanhol,Sem problemas,580.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Completou a Pós-graduação.,1 a 1.5 SM,Não
190001685963,23,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2014,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,517.0,587.2,592.4,718.8,Inglês,Sem problemas,720.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou o Ensino Médio, mas não completou a Faculdade.",5 a 6 SM,Sim
190001685970,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Federal,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,563.4,595.0,585.6,774.8,Espanhol,Sem problemas,840.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.,3 a 4 SM,Sim
190001685983,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,556.2,642.8,614.7,662.5,Inglês,Sem problemas,820.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001686028,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,531.8,587.8,516.5,688.2,Inglês,Sem problemas,860.0,Não sei.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 a 1.5 SM,Sim
190001686030,24,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,425.6,439.6,515.6,444.9,Espanhol,Sem problemas,560.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",2 a 2.5 SM,Sim
190001686041,39,F,Casado(a)/Mora com companheiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,535.0,540.2,579.0,451.3,Espanhol,Sem problemas,580.0,Nunca estudou.,Não completou a 4ª série/5º ano do Ensino Fundamental.,2 a 2.5 SM,Sim
190001686050,17,F,Solteiro(a),Não declarado,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,494.2,587.1,572.0,500.9,Espanhol,Sem problemas,580.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 a 1.5 SM,Não
190001686059,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,400.2,463.9,456.1,453.9,Espanhol,Sem problemas,500.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 a 1.5 SM,Sim
190001686063,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,517.7,587.9,615.2,466.4,Inglês,Sem problemas,600.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",2.5 a 3 SM,Sim
190001686092,20,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,356.5,495.0,526.6,462.2,Inglês,Sem problemas,580.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade.",2 a 2.5 SM,Não
190001686096,16,M,Solteiro(a),Branca,Brasileiro(a),SP,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,492.6,587.4,567.0,418.7,Espanhol,Sem problemas,660.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",3 a 4 SM,Sim
190001686118,20,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,437.1,396.0,498.6,410.7,Espanhol,Sem problemas,520.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou o Ensino Médio, mas não completou a Faculdade.",1 SM,Sim
190001686127,21,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,530.6,540.3,537.4,442.2,Inglês,Sem problemas,560.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001686150,21,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2015,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,660.2,741.5,635.7,771.1,Inglês,Sem problemas,760.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Completou a Pós-graduação.,8 a 9 SM,Sim
190001686159,17,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,556.3,610.3,623.2,677.0,Inglês,Sem problemas,740.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",6 a 7 SM,Sim
190001686160,25,F,Solteiro(a),Não declarado,Brasileiro(a),RS,Já concluí o Ensino Médio,2011,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,611.0,609.8,601.0,577.7,Inglês,Sem problemas,620.0,Não sei.,Completou a Pós-graduação.,2.5 a 3 SM,Sim
190001686161,18,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,560.4,631.9,635.0,577.3,Espanhol,Sem problemas,800.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",2 a 2.5 SM,Sim
190001686167,19,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,620.5,681.0,640.2,801.9,Espanhol,Sem problemas,900.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",2.5 a 3 SM,Sim
190001686168,17,M,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,488.5,580.2,507.9,598.6,Inglês,Sem problemas,600.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1.5 a 2 SM,Sim
190001686179,21,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,411.3,493.2,404.1,437.4,Espanhol,Sem problemas,620.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade.",2 a 2.5 SM,Sim
190001686184,40,M,Casado(a)/Mora com companheiro(a),Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,Antes de 2007,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,563.6,634.3,574.4,616.9,Espanhol,Sem problemas,500.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",15 a 20 SM,Sim
190001686198,22,M,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,402.2,519.9,509.0,479.7,Inglês,Sem problemas,560.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 a 1.5 SM,Sim
190001686200,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Federal,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,525.0,608.6,523.3,444.4,Espanhol,Sem problemas,440.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade.",2 a 2.5 SM,Sim
190001686222,24,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2012,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,572.8,539.4,501.8,526.7,Inglês,Sem problemas,500.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou o Ensino Médio, mas não completou a Faculdade.",1.5 a 2 SM,Sim
190001686223,22,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,487.2,525.0,554.2,445.9,Inglês,Sem problemas,300.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 a 1.5 SM,Não
190001686235,20,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,495.9,554.3,530.7,467.3,Espanhol,Sem problemas,580.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001686236,18,F,Solteiro(a),Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,532.1,570.5,583.4,665.0,Inglês,Sem problemas,740.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",1 a 1.5 SM,Sim
190001686246,24,F,Solteiro(a),Branca,Brasileiro(a) Naturalizado(a),missing value,Já concluí o Ensino Médio,2012,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,413.1,520.3,527.9,460.3,Espanhol,Sem problemas,640.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Não
190001686250,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,429.5,526.1,531.2,414.2,Espanhol,Sem problemas,560.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.,5 a 6 SM,Sim
190001686270,17,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,549.4,597.6,596.6,699.1,Espanhol,Sem problemas,720.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",1 a 1.5 SM,Sim
190001686284,21,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2015,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,497.5,530.1,494.8,421.8,Espanhol,Sem problemas,600.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1.5 a 2 SM,Sim
190001686328,19,F,Solteiro(a),Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,465.1,404.0,504.8,522.1,Espanhol,Sem problemas,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",2 a 2.5 SM,Sim
190001686352,19,F,Solteiro(a),Preta,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,562.4,559.2,564.3,700.3,Inglês,Sem problemas,700.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",3 a 4 SM,Sim
190001686360,24,M,Não informado,Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,2013,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,588.3,601.8,585.9,666.1,Inglês,Sem problemas,900.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",4 a 5 SM,Sim
190001686366,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,410.3,457.1,519.3,522.9,Inglês,Sem problemas,520.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001686378,31,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2010,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,402.6,545.6,495.3,362.8,Espanhol,Sem problemas,360.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 a 1.5 SM,Não
190001686387,19,F,Solteiro(a),Branca,Brasileiro(a),RJ,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,370.4,396.5,410.8,439.0,Espanhol,Sem problemas,380.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",2 a 2.5 SM,Sim
190001686393,19,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,489.2,404.5,406.0,422.9,Inglês,Sem problemas,640.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",Não completou a 4ª série/5º ano do Ensino Fundamental.,1 SM,Sim
190001686395,19,F,Solteiro(a),Branca,Brasileiro(a),SP,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,344.2,498.5,447.2,484.8,Inglês,Sem problemas,560.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001686397,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,506.3,666.1,536.5,823.2,Inglês,Sem problemas,820.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",8 a 9 SM,Sim
190001686402,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,426.4,397.8,465.6,452.6,Espanhol,Sem problemas,480.0,Não sei.,Completou a Pós-graduação.,5 a 6 SM,Sim
190001686409,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,512.9,531.9,568.6,544.7,Inglês,Sem problemas,520.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001686411,19,M,Solteiro(a),Amarela,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,690.9,745.4,677.1,882.2,Inglês,Sem problemas,980.0,Completou a Pós-graduação.,"Completou a Faculdade, mas não completou a Pós-graduação.",10 a 12 SM,Sim
190001686415,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,542.7,629.2,615.6,657.7,Inglês,Sem problemas,980.0,Não sei.,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",2 a 2.5 SM,Sim
190001686417,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,545.7,629.8,587.0,607.3,Inglês,Sem problemas,680.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1.5 a 2 SM,Sim
190001686419,52,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2014,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,425.1,458.4,500.4,364.4,Espanhol,Sem problemas,480.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.,1 a 1.5 SM,Sim
190001686423,21,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2015,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,635.2,684.3,626.9,856.9,Espanhol,Sem problemas,980.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",5 a 6 SM,Sim
