NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_SURDEZ,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_GESTANTE,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Q001,Q002,Q006,Q025
190001688284,21,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,Não informado,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,411.5,520.4,536.5,500.0,Inglês,Sem problemas,480.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",2.5 a 3 SM,Sim
190001688301,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,610.6,629.2,639.4,760.0,Inglês,Sem problemas,700.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Completou a Pós-graduação.,5 a 6 SM,Sim
190001688307,26,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2010,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,619.9,692.6,639.1,723.4,Inglês,Sem problemas,640.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",6 a 7 SM,Sim
190001688308,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,571.8,619.4,618.1,701.1,Inglês,Sem problemas,680.0,"Completou a Faculdade, mas não completou a Pós-graduação.",Completou a Pós-graduação.,Mais de 20 SM,Sim
190001688309,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,402.2,562.2,565.3,618.7,Inglês,Sem problemas,640.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",4 a 5 SM,Sim
190001688325,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,361.5,534.5,377.2,458.5,Inglês,Sem problemas,600.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",2 a 2.5 SM,Sim
190001688334,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,364.8,521.4,545.0,603.6,Inglês,Sem problemas,580.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",2.5 a 3 SM,Sim
190001688335,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,480.1,582.1,586.9,492.6,Inglês,Sem problemas,600.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",2 a 2.5 SM,Sim
190001689297,20,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,421.0,483.7,520.1,506.6,Inglês,Sem problemas,520.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.,1 a 1.5 SM,Não
190001689304,17,F,Solteiro(a),Branca,Não informado,missing value,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,431.7,528.9,556.9,452.8,Espanhol,Sem problemas,720.0,Não sei.,Não sei.,1 SM,Não
190001689320,20,F,Solteiro(a),Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,502.7,588.7,593.1,567.7,Espanhol,Sem problemas,760.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",5 a 6 SM,Sim
190001689323,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,553.5,595.2,604.6,613.2,Inglês,Sem problemas,640.0,Completou a Pós-graduação.,"Completou o Ensino Médio, mas não completou a Faculdade.",9 a 10 SM,Sim
190001689327,17,M,Solteiro(a),Branca,Brasileiro(a),PR,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,404.4,525.3,517.8,646.9,Inglês,Sem problemas,620.0,Completou a Pós-graduação.,"Completou o Ensino Médio, mas não completou a Faculdade.",Mais de 20 SM,Sim
190001689331,21,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,444.6,610.3,590.1,374.3,Inglês,Sem problemas,640.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",4 a 5 SM,Sim
190001689337,24,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2012,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,570.5,583.7,575.9,634.2,Inglês,Sem problemas,680.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",3 a 4 SM,Sim
190001689339,20,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,487.8,648.1,620.1,663.6,Inglês,Sem problemas,720.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Completou a Pós-graduação.,5 a 6 SM,Sim
190001689349,18,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,383.8,505.7,539.8,493.4,Inglês,Sem problemas,640.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001689358,19,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,407.9,554.4,529.6,609.7,Espanhol,Sem problemas,800.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",Completou a Pós-graduação.,5 a 6 SM,Sim
190001689360,19,F,Solteiro(a),Preta,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,492.6,507.9,581.5,551.6,Espanhol,Sem problemas,800.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001689362,23,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2013,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,609.5,598.1,619.6,730.7,Inglês,Sem problemas,600.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade.",2 a 2.5 SM,Sim
190001689380,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,645.1,630.2,648.8,753.2,Espanhol,Sem problemas,800.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",2 a 2.5 SM,Sim
190001689387,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,558.3,548.2,579.4,445.4,Inglês,Sem problemas,740.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",4 a 5 SM,Sim
190001689397,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,474.5,512.5,506.8,523.7,Inglês,Sem problemas,660.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.,1 a 1.5 SM,Não
190001689415,26,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2010,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,583.8,577.0,607.8,701.8,Espanhol,Sem problemas,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1.5 a 2 SM,Sim
190001689422,18,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,371.0,339.6,391.3,407.5,Espanhol,Sem problemas,380.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 a 1.5 SM,Não
190001689428,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,424.4,458.5,478.6,474.5,Espanhol,Sem problemas,520.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 SM,Sim
190001689433,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,568.5,563.0,554.1,649.1,Inglês,Sem problemas,780.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",12 a 15 SM,Sim
190001689438,21,F,Não informado,Parda,Brasileiro(a),TO,Já concluí o Ensino Médio,2016,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,513.2,580.8,560.2,512.3,Espanhol,Sem problemas,560.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
